Unnamed: 0,"Route Id
(GTFS/Remix)","Route Name
(KCM)",Block Id,Departure Time,Arrival Time,"Distance
(mi)",Vehicle Size,"Efficiency
(kWh/mi)","Traction Energy
(kWh)","HVAC/ Aux
(kWh)","Total Energy
(kWh)",Depot,split category
3507,e41f9d2b,630,e41f9d2b-B8,18:17:00,18:49:00,15.16,40,2.82,38.83,3.89,42.72,Atlantic-Central,no split needed
3509,e41f9d2b,630,e41f9d2b-B9,18:47:00,19:19:00,15.16,40,2.82,38.83,3.89,42.72,Atlantic-Central,no split needed
3467,e41f9d2b,630,e41f9d2b-B12,19:11:00,19:44:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3469,e41f9d2b,630,e41f9d2b-B13,19:23:00,19:56:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3471,e41f9d2b,630,e41f9d2b-B14,19:35:00,20:08:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3473,e41f9d2b,630,e41f9d2b-B15,19:47:00,20:20:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3475,e41f9d2b,630,e41f9d2b-B16,19:59:00,20:32:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3477,e41f9d2b,630,e41f9d2b-B17,20:11:00,20:44:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3479,e41f9d2b,630,e41f9d2b-B18,20:23:00,20:56:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3481,e41f9d2b,630,e41f9d2b-B19,20:35:00,21:08:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3487,e41f9d2b,630,e41f9d2b-B21,20:59:00,21:32:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3489,e41f9d2b,630,e41f9d2b-B22,21:11:00,21:44:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3491,e41f9d2b,630,e41f9d2b-B23,21:23:00,21:56:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3493,e41f9d2b,630,e41f9d2b-B24,21:35:00,22:08:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3495,e41f9d2b,630,e41f9d2b-B25,21:47:00,22:20:00,15.16,40,2.82,38.83,3.96,42.79,Atlantic-Central,no split needed
3505,e41f9d2b,630,e41f9d2b-B7,17:47:00,18:19:00,15.55,40,2.75,38.93,3.89,42.82,Atlantic-Central,no split needed
3503,e41f9d2b,630,e41f9d2b-B6,17:17:00,17:49:00,15.55,40,2.76,39.01,3.89,42.9,Atlantic-Central,no split needed
3463,e41f9d2b,630,e41f9d2b-B10,18:47:00,19:20:00,15.17,40,2.83,38.96,3.96,42.92,Atlantic-Central,no split needed
3465,e41f9d2b,630,e41f9d2b-B11,18:59:00,19:32:00,15.17,40,2.83,38.96,3.96,42.92,Atlantic-Central,no split needed
3485,e41f9d2b,630,e41f9d2b-B20,20:47:00,21:20:00,15.17,40,2.83,38.96,3.96,42.92,Atlantic-Central,no split needed
6,102628,895,6779070,14:51:00,15:49:00,16.19,40,2.76,39.53,5.15,44.68,East,no split needed
5,102628,895,6779069,6:54:00,7:50:00,16.58,40,3.2,48.03,5.01,53.04,East,no split needed
3506,e41f9d2b,630,e41f9d2b-B7,17:47:00,18:19:00,15.55,60,3.48,49.89,4.27,54.15,Atlantic-Central,no split needed
3504,e41f9d2b,630,e41f9d2b-B6,17:17:00,17:49:00,15.55,60,3.49,49.97,4.27,54.23,Atlantic-Central,no split needed
3508,e41f9d2b,630,e41f9d2b-B8,18:17:00,18:49:00,15.16,60,3.63,50.81,4.27,55.08,Atlantic-Central,no split needed
3510,e41f9d2b,630,e41f9d2b-B9,18:47:00,19:19:00,15.16,60,3.63,50.81,4.27,55.08,Atlantic-Central,no split needed
3468,e41f9d2b,630,e41f9d2b-B12,19:11:00,19:44:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3470,e41f9d2b,630,e41f9d2b-B13,19:23:00,19:56:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3472,e41f9d2b,630,e41f9d2b-B14,19:35:00,20:08:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3474,e41f9d2b,630,e41f9d2b-B15,19:47:00,20:20:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3476,e41f9d2b,630,e41f9d2b-B16,19:59:00,20:32:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3478,e41f9d2b,630,e41f9d2b-B17,20:11:00,20:44:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3480,e41f9d2b,630,e41f9d2b-B18,20:23:00,20:56:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3482,e41f9d2b,630,e41f9d2b-B19,20:35:00,21:08:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3488,e41f9d2b,630,e41f9d2b-B21,20:59:00,21:32:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3490,e41f9d2b,630,e41f9d2b-B22,21:11:00,21:44:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3492,e41f9d2b,630,e41f9d2b-B23,21:23:00,21:56:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3494,e41f9d2b,630,e41f9d2b-B24,21:35:00,22:08:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
3496,e41f9d2b,630,e41f9d2b-B25,21:47:00,22:20:00,15.16,60,3.64,50.81,4.35,55.16,Atlantic-Central,no split needed
7,102555,893,6779071,14:47:00,15:50:00,18.45,40,3.0,49.76,5.49,55.26,East,no split needed
3464,e41f9d2b,630,e41f9d2b-B10,18:47:00,19:20:00,15.17,60,3.75,52.57,4.35,56.91,Atlantic-Central,no split needed
3466,e41f9d2b,630,e41f9d2b-B11,18:59:00,19:32:00,15.17,60,3.75,52.57,4.35,56.91,Atlantic-Central,no split needed
3486,e41f9d2b,630,e41f9d2b-B20,20:47:00,21:20:00,15.17,60,3.75,52.57,4.35,56.91,Atlantic-Central,no split needed
2781,afc215ac,1068,afc215ac-B37,14:38:00,15:21:00,10.26,60,5.67,35.21,22.96,58.18,Atlantic-Central,no split needed
2814,afc215ac,1068,afc215ac-B64,21:23:00,22:06:00,10.26,60,5.67,35.21,22.96,58.18,Atlantic-Central,no split needed
2801,afc215ac,1068,afc215ac-B53,18:38:00,19:21:00,9.61,60,6.05,35.22,22.96,58.19,Atlantic-Central,no split needed
2752,afc215ac,1068,afc215ac-B12,8:23:00,9:06:00,10.44,60,5.58,35.27,22.96,58.23,Atlantic-Central,no split needed
2800,afc215ac,1068,afc215ac-B52,18:23:00,19:06:00,10.1,60,5.8,35.64,22.96,58.61,Atlantic-Central,no split needed
2813,afc215ac,1068,afc215ac-B63,21:08:00,21:51:00,9.79,60,5.99,35.71,22.96,58.67,Atlantic-Central,no split needed
2794,afc215ac,1068,afc215ac-B48,17:23:00,18:06:00,10.37,60,5.66,35.71,22.96,58.67,Atlantic-Central,no split needed
2798,afc215ac,1068,afc215ac-B50,17:53:00,18:36:00,10.62,60,5.53,35.75,22.96,58.71,Atlantic-Central,no split needed
2790,afc215ac,1068,afc215ac-B44,16:23:00,17:06:00,10.06,60,5.84,35.8,22.96,58.76,Atlantic-Central,no split needed
2753,afc215ac,1068,afc215ac-B13,8:38:00,9:21:00,9.99,60,5.89,35.86,22.96,58.82,Atlantic-Central,no split needed
2812,afc215ac,1068,afc215ac-B62,20:53:00,21:36:00,10.28,60,5.73,35.95,22.96,58.92,Atlantic-Central,no split needed
2815,afc215ac,1068,afc215ac-B65,21:38:00,22:21:00,10.49,60,5.63,36.12,22.96,59.08,Atlantic-Central,no split needed
2777,afc215ac,1068,afc215ac-B33,13:38:00,14:21:00,10.49,60,5.63,36.12,22.96,59.08,Atlantic-Central,no split needed
2756,afc215ac,1068,afc215ac-B16,9:23:00,10:06:00,10.42,60,5.68,36.18,22.96,59.14,Atlantic-Central,no split needed
2766,afc215ac,1068,afc215ac-B24,11:23:00,12:06:00,10.42,60,5.68,36.18,22.96,59.14,Atlantic-Central,no split needed
2787,afc215ac,1068,afc215ac-B41,15:38:00,16:21:00,10.42,60,5.68,36.18,22.96,59.14,Atlantic-Central,no split needed
2755,afc215ac,1068,afc215ac-B15,9:08:00,9:51:00,10.22,60,5.8,36.31,22.96,59.28,Atlantic-Central,no split needed
2757,afc215ac,1068,afc215ac-B17,9:38:00,10:21:00,10.66,60,5.57,36.41,22.96,59.37,Atlantic-Central,no split needed
2763,afc215ac,1068,afc215ac-B21,10:38:00,11:21:00,10.66,60,5.57,36.41,22.96,59.37,Atlantic-Central,no split needed
2816,afc215ac,1068,afc215ac-B66,21:53:00,22:36:00,10.66,60,5.57,36.41,22.96,59.37,Atlantic-Central,no split needed
2824,afc215ac,1068,afc215ac-B72,23:23:00,0:06:00,10.66,60,5.57,36.41,22.96,59.37,Atlantic-Central,no split needed
2818,afc215ac,1068,afc215ac-B68,22:23:00,23:06:00,10.42,60,5.7,36.44,22.96,59.4,Atlantic-Central,no split needed
2804,afc215ac,1068,afc215ac-B56,19:23:00,20:06:00,10.08,60,5.9,36.51,22.96,59.47,Atlantic-Central,no split needed
2810,afc215ac,1068,afc215ac-B60,20:23:00,21:06:00,10.48,60,5.69,36.64,22.96,59.6,Atlantic-Central,no split needed
2793,afc215ac,1068,afc215ac-B47,17:08:00,17:51:00,10.08,60,5.93,36.84,22.96,59.8,Atlantic-Central,no split needed
2776,afc215ac,1068,afc215ac-B32,13:23:00,14:06:00,10.32,60,5.82,37.07,22.96,60.03,Atlantic-Central,no split needed
2823,afc215ac,1068,afc215ac-B71,23:08:00,23:51:00,10.5,60,5.72,37.09,22.96,60.06,Atlantic-Central,no split needed
2819,afc215ac,1068,afc215ac-B69,22:38:00,23:21:00,10.16,60,5.98,37.75,22.96,60.71,Atlantic-Central,no split needed
2802,afc215ac,1068,afc215ac-B54,18:53:00,19:36:00,10.4,60,5.85,37.87,22.96,60.83,Atlantic-Central,no split needed
2768,afc215ac,1068,afc215ac-B26,11:53:00,12:36:00,10.45,60,5.83,37.91,22.96,60.87,Atlantic-Central,no split needed
2775,afc215ac,1068,afc215ac-B31,13:08:00,13:51:00,10.35,60,5.89,37.93,22.96,60.89,Atlantic-Central,no split needed
2759,afc215ac,1068,afc215ac-B19,10:08:00,10:51:00,10.59,60,5.75,37.98,22.96,60.95,Atlantic-Central,no split needed
2799,afc215ac,1068,afc215ac-B51,18:08:00,18:51:00,10.16,60,6.0,37.99,22.96,60.96,Atlantic-Central,no split needed
2762,afc215ac,1068,afc215ac-B20,10:23:00,11:06:00,10.76,60,5.67,38.1,22.96,61.06,Atlantic-Central,no split needed
2764,afc215ac,1068,afc215ac-B22,10:53:00,11:36:00,10.05,60,6.08,38.14,22.96,61.1,Atlantic-Central,no split needed
2786,afc215ac,1068,afc215ac-B40,15:23:00,16:06:00,10.59,60,5.78,38.23,22.96,61.19,Atlantic-Central,no split needed
2803,afc215ac,1068,afc215ac-B55,19:08:00,19:51:00,10.41,60,5.89,38.29,22.96,61.25,Atlantic-Central,no split needed
2780,afc215ac,1068,afc215ac-B36,14:23:00,15:06:00,11.01,60,5.57,38.4,22.96,61.36,Atlantic-Central,no split needed
2782,afc215ac,1068,afc215ac-B38,14:53:00,15:36:00,10.82,60,5.68,38.46,22.96,61.42,Atlantic-Central,no split needed
2792,afc215ac,1068,afc215ac-B46,16:53:00,17:36:00,10.82,60,5.68,38.46,22.96,61.42,Atlantic-Central,no split needed
2774,afc215ac,1068,afc215ac-B30,12:53:00,13:36:00,10.63,60,5.78,38.46,22.96,61.42,Atlantic-Central,no split needed
2783,afc215ac,1068,afc215ac-B39,15:08:00,15:51:00,10.63,60,5.78,38.46,22.96,61.42,Atlantic-Central,no split needed
2807,afc215ac,1068,afc215ac-B59,20:08:00,20:51:00,10.25,60,6.0,38.5,22.96,61.46,Atlantic-Central,no split needed
2751,afc215ac,1068,afc215ac-B11,8:08:00,8:51:00,10.88,60,5.65,38.52,22.96,61.48,Atlantic-Central,no split needed
2767,afc215ac,1068,afc215ac-B25,11:38:00,12:21:00,10.88,60,5.65,38.52,22.96,61.48,Atlantic-Central,no split needed
2822,afc215ac,1068,afc215ac-B70,22:53:00,23:36:00,10.88,60,5.65,38.52,22.96,61.48,Atlantic-Central,no split needed
2769,afc215ac,1068,afc215ac-B27,12:08:00,12:51:00,10.77,60,5.71,38.52,22.96,61.48,Atlantic-Central,no split needed
2817,afc215ac,1068,afc215ac-B67,22:08:00,22:51:00,10.63,60,5.78,38.53,22.96,61.5,Atlantic-Central,no split needed
2771,afc215ac,1068,afc215ac-B29,12:38:00,13:21:00,10.42,60,5.91,38.62,22.96,61.58,Atlantic-Central,no split needed
2754,afc215ac,1068,afc215ac-B14,8:53:00,9:36:00,10.49,60,5.87,38.62,22.96,61.58,Atlantic-Central,no split needed
2806,afc215ac,1068,afc215ac-B58,19:53:00,20:36:00,11.01,60,5.6,38.64,22.96,61.61,Atlantic-Central,no split needed
2765,afc215ac,1068,afc215ac-B23,11:08:00,11:51:00,10.61,60,5.81,38.73,22.96,61.69,Atlantic-Central,no split needed
2811,afc215ac,1068,afc215ac-B61,20:38:00,21:21:00,10.81,60,5.71,38.77,22.96,61.73,Atlantic-Central,no split needed
2779,afc215ac,1068,afc215ac-B35,14:08:00,14:51:00,10.42,60,5.92,38.79,22.96,61.75,Atlantic-Central,no split needed
2805,afc215ac,1068,afc215ac-B57,19:38:00,20:21:00,10.42,60,5.92,38.79,22.96,61.75,Atlantic-Central,no split needed
2778,afc215ac,1068,afc215ac-B34,13:53:00,14:36:00,10.85,60,5.7,38.85,22.96,61.82,Atlantic-Central,no split needed
2795,afc215ac,1068,afc215ac-B49,17:38:00,18:21:00,10.85,60,5.7,38.85,22.96,61.82,Atlantic-Central,no split needed
2788,afc215ac,1068,afc215ac-B42,15:53:00,16:36:00,10.66,60,5.8,38.91,22.96,61.88,Atlantic-Central,no split needed
2758,afc215ac,1068,afc215ac-B18,9:53:00,10:36:00,10.66,60,5.8,38.91,22.96,61.88,Atlantic-Central,no split needed
2789,afc215ac,1068,afc215ac-B43,16:08:00,16:51:00,11.05,60,5.61,39.0,22.96,61.96,Atlantic-Central,no split needed
2750,afc215ac,1068,afc215ac-B10,7:53:00,8:36:00,11.05,60,5.61,39.0,22.96,61.96,Atlantic-Central,no split needed
2770,afc215ac,1068,afc215ac-B28,12:23:00,13:06:00,11.05,60,5.61,39.0,22.96,61.96,Atlantic-Central,no split needed
2791,afc215ac,1068,afc215ac-B45,16:38:00,17:21:00,11.05,60,5.61,39.0,22.96,61.96,Atlantic-Central,no split needed
3155,cc6927ab,1059 RR (G Line),cc6927ab-B11,14:50:00,15:23:00,7.22,40,8.7,25.9,36.89,62.79,Atlantic-Central,no split needed
3157,cc6927ab,1059 RR (G Line),cc6927ab-B12,19:50:00,20:23:00,7.23,40,8.69,25.91,36.89,62.8,Atlantic-Central,no split needed
3163,cc6927ab,1059 RR (G Line),cc6927ab-B15,23:39:00,0:14:00,7.41,40,8.91,29.05,37.03,66.07,Atlantic-Central,no split needed
3165,cc6927ab,1059 RR (G Line),cc6927ab-B16,23:54:00,0:29:00,7.41,40,8.91,29.05,37.03,66.07,Atlantic-Central,no split needed
3,102555,893,6778960,6:52:00,7:50:00,24.64,40,2.72,61.85,5.15,67.0,East,no split needed
3164,cc6927ab,1059 RR (G Line),cc6927ab-B15,23:39:00,0:14:00,7.41,60,9.33,31.73,37.44,69.16,Atlantic-Central,no split needed
3166,cc6927ab,1059 RR (G Line),cc6927ab-B16,23:54:00,0:29:00,7.41,60,9.33,31.73,37.44,69.16,Atlantic-Central,no split needed
2442,a1b7879a,67,a1b7879a-B10,2:40:00,3:42:00,21.28,40,3.26,64.57,4.83,69.4,North,no split needed
3345,da284b6a,930,da284b6a-B10,18:51:00,19:51:00,20.5,40,3.39,64.75,4.69,69.44,East,no split needed
2456,a1b7879a,67,a1b7879a-B8,22:55:00,23:57:00,21.13,40,3.31,65.01,4.83,69.84,North,no split needed
3359,da284b6a,930,da284b6a-B8,17:11:00,18:11:00,20.74,40,3.39,65.65,4.69,70.34,East,no split needed
3361,da284b6a,930,da284b6a-B9,18:11:00,19:11:00,20.99,40,3.35,65.69,4.69,70.39,East,no split needed
3133,cae05fc9,3997,cae05fc9-B13,23:56:00,0:31:00,9.03,40,7.81,33.51,37.03,70.53,Atlantic-Central,no split needed
3147,cae05fc9,3997,cae05fc9-B8,8:56:00,9:31:00,9.61,40,7.4,34.09,37.03,71.12,Atlantic-Central,no split needed
3127,cae05fc9,3997,cae05fc9-B10,14:56:00,15:34:00,9.34,40,7.61,33.9,37.23,71.13,Atlantic-Central,no split needed
1981,85bdf089,49 - replaced 1064 RRIC,85bdf089-B9,3:52:00,4:43:00,15.83,60,4.56,48.63,23.51,72.14,Atlantic-Central,no split needed
2458,a1b7879a,67,a1b7879a-B9,23:55:00,0:57:00,22.58,40,3.21,67.68,4.83,72.51,North,no split needed
3145,cae05fc9,3997,cae05fc9-B7,8:52:00,9:28:00,8.84,40,8.21,35.47,37.1,72.57,Atlantic-Central,no split needed
3149,cae05fc9,3997,cae05fc9-B9,14:52:00,15:28:00,8.62,40,8.49,36.15,37.1,73.24,Atlantic-Central,no split needed
3129,cae05fc9,3997,cae05fc9-B11,18:52:00,19:29:00,8.61,40,8.51,36.09,37.16,73.25,Atlantic-Central,no split needed
3131,cae05fc9,3997,cae05fc9-B12,23:52:00,0:29:00,8.61,40,8.51,36.09,37.16,73.25,Atlantic-Central,no split needed
2820,afc215ac,1068,afc215ac-B7,7:08:00,9:30:00,10.58,40,6.98,36.66,37.16,73.82,Atlantic-Central,no split needed
3156,cc6927ab,1059 RR (G Line),cc6927ab-B11,14:50:00,15:23:00,7.22,60,10.38,37.66,37.28,74.94,Atlantic-Central,no split needed
3158,cc6927ab,1059 RR (G Line),cc6927ab-B12,19:50:00,20:23:00,7.23,60,10.37,37.72,37.28,74.99,Atlantic-Central,no split needed
2070,8b09fac2,3103,8b09fac2-B8,20:17:00,21:05:00,16.16,40,4.65,54.16,20.93,75.09,Bellevue,no split needed
2068,8b09fac2,3103,8b09fac2-B6,14:47:00,15:42:00,16.4,40,4.63,54.48,21.41,75.89,Bellevue,no split needed
2067,8b09fac2,3103,8b09fac2-B5,8:47:00,9:36:00,16.76,40,4.56,55.39,21.0,76.39,Bellevue,no split needed
1980,85bdf089,49 - replaced 1064 RRIC,85bdf089-B8,18:23:00,19:46:00,15.7,60,4.87,50.8,25.7,76.49,Atlantic-Central,no split needed
1355,59826c4f,1220,59826c4f-B20,14:55:00,15:40:00,12.62,40,6.14,42.56,34.89,77.45,Ryerson,no split needed
1357,59826c4f,1220,59826c4f-B22,20:55:00,21:40:00,12.66,40,6.12,42.56,34.89,77.45,Ryerson,no split needed
1345,59826c4f,1220,59826c4f-B11,7:15:00,8:00:00,12.29,40,6.31,42.69,34.89,77.58,Ryerson,no split needed
1348,59826c4f,1220,59826c4f-B14,10:57:00,11:51:00,11.68,40,6.65,42.12,35.51,77.63,Ryerson,no split needed
1349,59826c4f,1220,59826c4f-B15,11:57:00,12:51:00,11.68,40,6.65,42.12,35.51,77.63,Ryerson,no split needed
1350,59826c4f,1220,59826c4f-B16,12:57:00,13:51:00,11.68,40,6.65,42.12,35.51,77.63,Ryerson,no split needed
767,2a17ce61,3085,2a17ce61-B5,14:42:00,15:36:00,28.76,40,2.72,56.96,21.34,78.3,Bellevue,no split needed
768,2a17ce61,3085,2a17ce61-B6,18:42:00,19:40:00,28.76,40,2.73,56.96,21.62,78.58,Bellevue,no split needed
1361,59826c4f,1220,59826c4f-B26,0:15:00,1:00:00,12.22,40,6.49,44.4,34.89,79.29,Ryerson,no split needed
1153,3a5becb4,3996,3a5becb4-B9,14:45:00,15:33:00,15.79,40,5.03,41.51,37.92,79.42,Atlantic-Central,no split needed
1344,59826c4f,1220,59826c4f-B10,6:15:00,6:59:00,12.98,40,6.13,44.75,34.82,79.57,Ryerson,no split needed
3195,cfa9dc33,3998,cfa9dc33-B10,14:52:00,15:45:00,17.74,40,4.49,57.13,22.53,79.66,South_Annex,no split needed
3209,cfa9dc33,3998,cfa9dc33-B8,8:52:00,9:45:00,17.74,40,4.49,57.13,22.53,79.66,South_Annex,no split needed
1368,59826c4f,1220,59826c4f-B9,6:05:00,6:49:00,12.98,40,6.14,44.87,34.82,79.69,Ryerson,no split needed
1135,3a5becb4,3996,3a5becb4-B14,23:25:00,0:11:00,16.15,40,4.94,41.98,37.78,79.76,Atlantic-Central,no split needed
1133,3a5becb4,3996,3a5becb4-B13,22:25:00,23:11:00,16.23,40,4.91,41.98,37.78,79.76,Atlantic-Central,no split needed
1149,3a5becb4,3996,3a5becb4-B7,8:25:00,9:12:00,15.67,40,5.1,42.07,37.85,79.91,Atlantic-Central,no split needed
1137,3a5becb4,3996,3a5becb4-B15,23:45:00,0:31:00,16.13,40,4.96,42.21,37.78,79.99,Atlantic-Central,no split needed
766,2a17ce61,3085,2a17ce61-B4,8:42:00,9:38:00,29.03,40,2.76,58.51,21.48,79.99,Bellevue,no split needed
1359,59826c4f,1220,59826c4f-B24,23:15:00,0:00:00,12.83,40,6.25,45.25,34.89,80.14,Ryerson,no split needed
2047,89249d0e,1505,89249d0e-B24,17:34:00,18:28:00,17.83,60,4.51,56.63,23.72,80.35,Atlantic-Central,no split needed
2052,89249d0e,1505,89249d0e-B7,9:04:00,9:58:00,18.0,60,4.49,57.03,23.72,80.74,Atlantic-Central,no split needed
2038,89249d0e,1505,89249d0e-B16,13:34:00,14:28:00,17.37,60,4.65,57.04,23.72,80.76,Atlantic-Central,no split needed
1360,59826c4f,1220,59826c4f-B25,23:45:00,0:30:00,13.02,40,6.2,45.92,34.89,80.81,Ryerson,no split needed
3134,cae05fc9,3997,cae05fc9-B13,23:56:00,0:31:00,9.03,60,8.96,43.49,37.44,80.93,Atlantic-Central,no split needed
3128,cae05fc9,3997,cae05fc9-B10,14:56:00,15:34:00,9.34,60,8.68,43.46,37.68,81.13,Atlantic-Central,no split needed
2036,89249d0e,1505,89249d0e-B14,12:34:00,13:28:00,18.29,60,4.45,57.59,23.72,81.3,Atlantic-Central,no split needed
2821,afc215ac,1068,afc215ac-B7,7:08:00,9:30:00,10.58,60,7.68,43.72,37.6,81.31,Atlantic-Central,no split needed
1127,3a5becb4,3996,3a5becb4-B10,14:54:00,15:41:00,14.47,40,5.63,43.63,37.85,81.48,Atlantic-Central,no split needed
2034,89249d0e,1505,89249d0e-B12,11:34:00,12:28:00,17.56,60,4.64,57.82,23.72,81.53,Atlantic-Central,no split needed
2069,8b09fac2,3103,8b09fac2-B7,14:55:00,15:43:00,18.12,40,4.5,60.66,20.93,81.59,Bellevue,no split needed
1346,59826c4f,1220,59826c4f-B12,8:15:00,8:59:00,13.13,40,6.22,46.82,34.82,81.64,Ryerson,no split needed
1356,59826c4f,1220,59826c4f-B21,15:25:00,16:10:00,13.26,40,6.16,46.78,34.89,81.67,Ryerson,no split needed
3148,cae05fc9,3997,cae05fc9-B8,8:56:00,9:31:00,9.61,60,8.5,44.26,37.44,81.69,Atlantic-Central,no split needed
2050,89249d0e,1505,89249d0e-B5,8:19:00,9:13:00,18.43,60,4.45,58.36,23.72,82.08,Atlantic-Central,no split needed
2053,89249d0e,1505,89249d0e-B8,9:34:00,10:28:00,18.58,60,4.44,58.79,23.72,82.51,Atlantic-Central,no split needed
1151,3a5becb4,3996,3a5becb4-B8,8:45:00,9:33:00,16.88,40,4.89,44.67,37.92,82.58,Atlantic-Central,no split needed
3211,cfa9dc33,3998,cfa9dc33-B9,14:49:00,15:49:00,17.7,40,4.67,59.72,23.01,82.73,South_Annex,no split needed
1145,3a5becb4,3996,3a5becb4-B5,6:25:00,7:13:00,17.16,40,4.83,44.91,37.92,82.82,Atlantic-Central,no split needed
3161,cc6927ab,1059 RR (G Line),cc6927ab-B14,23:35:00,0:44:00,11.4,40,7.27,43.49,39.35,82.84,Atlantic-Central,no split needed
2037,89249d0e,1505,89249d0e-B15,13:04:00,13:58:00,17.97,60,4.61,59.2,23.72,82.91,Atlantic-Central,no split needed
2827,afc215ac,1068,afc215ac-B9,7:33:00,0:29:00,11.92,40,6.96,45.48,37.44,82.92,Atlantic-Central,no split needed
2043,89249d0e,1505,89249d0e-B20,15:34:00,16:28:00,18.72,60,4.44,59.37,23.72,83.09,Atlantic-Central,no split needed
2825,afc215ac,1068,afc215ac-B8,7:18:00,23:59:00,12.17,40,6.83,45.67,37.44,83.11,Atlantic-Central,no split needed
2032,89249d0e,1505,89249d0e-B10,10:34:00,11:28:00,18.64,60,4.47,59.51,23.72,83.23,Atlantic-Central,no split needed
2035,89249d0e,1505,89249d0e-B13,12:04:00,12:58:00,18.64,60,4.47,59.51,23.72,83.23,Atlantic-Central,no split needed
1060,38ed0ab4,3033,38ed0ab4-B6,8:53:00,9:49:00,12.76,40,6.53,44.83,38.46,83.29,Atlantic-Central,no split needed
884,30c6e352,1061,30c6e352-B19,8:43:00,9:55:00,13.66,40,6.1,43.84,39.56,83.39,Atlantic-Central,no split needed
2039,89249d0e,1505,89249d0e-B17,14:04:00,14:58:00,18.24,60,4.59,60.0,23.72,83.71,Atlantic-Central,no split needed
2040,89249d0e,1505,89249d0e-B18,14:34:00,15:28:00,19.0,60,4.41,60.13,23.72,83.85,Atlantic-Central,no split needed
2051,89249d0e,1505,89249d0e-B6,8:34:00,9:28:00,18.95,60,4.43,60.24,23.72,83.95,Atlantic-Central,no split needed
910,30c6e352,1061,30c6e352-B30,0:43:00,2:04:00,13.66,40,6.15,43.82,40.17,83.99,Atlantic-Central,no split needed
902,30c6e352,1061,30c6e352-B27,23:43:00,1:04:00,13.66,40,6.15,43.84,40.17,84.01,Atlantic-Central,no split needed
906,30c6e352,1061,30c6e352-B29,0:13:00,1:34:00,13.66,40,6.15,43.84,40.17,84.01,Atlantic-Central,no split needed
2033,89249d0e,1505,89249d0e-B11,11:04:00,11:58:00,18.68,60,4.5,60.33,23.72,84.05,Atlantic-Central,no split needed
3207,cfa9dc33,3998,cfa9dc33-B7,8:49:00,9:45:00,18.4,40,4.57,61.4,22.74,84.14,South_Annex,no split needed
2628,ab3b7982,107,ab3b7982-B10,8:50:00,9:45:00,18.2,40,4.63,61.53,22.67,84.2,South_Annex,no split needed
1300,50d6bd83,1994,50d6bd83-B12,8:45:00,9:53:00,20.38,40,4.15,58.54,25.93,84.47,North,no split needed
2041,89249d0e,1505,89249d0e-B19,15:04:00,15:58:00,19.24,60,4.4,61.03,23.72,84.75,Atlantic-Central,no split needed
3461,e41f9d2b,630,e41f9d2b-B1,6:39:00,15:19:00,16.07,40,5.28,47.63,37.24,84.87,Atlantic-Central,no split needed
3497,e41f9d2b,630,e41f9d2b-B3,7:39:00,16:19:00,16.07,40,5.28,47.63,37.24,84.87,Atlantic-Central,no split needed
3501,e41f9d2b,630,e41f9d2b-B5,8:39:00,17:19:00,16.07,40,5.28,47.63,37.24,84.87,Atlantic-Central,no split needed
2107,91309ab0,22,91309ab0-B6,19:23:00,20:20:00,21.4,40,3.99,62.62,22.81,85.42,South_Annex,no split needed
765,2a17ce61,3085,2a17ce61-B3,8:39:00,9:34:00,29.91,40,2.86,64.08,21.41,85.49,Bellevue,no split needed
2046,89249d0e,1505,89249d0e-B23,17:04:00,17:58:00,19.16,60,4.47,61.82,23.72,85.54,Atlantic-Central,no split needed
